BrukerID,Kjonn,Alder,Jobb,Postkode
1543,1.0,18.0,,44266.0
1544,1.0,25.0,7.0,94301.0
1545,0.0,45.0,1.0,33301.0
1546,0.0,18.0,20.0,60123.0
1547,1.0,,16.0,90638.0
1548,1.0,45.0,16.0,94546.0
1549,1.0,35.0,17.0,30701.0
1550,1.0,50.0,,30030.0
1551,1.0,25.0,14.0,95008.0
1552,1.0,,,20057.0
1553,1.0,25.0,99.0,81679.0
1554,1.0,18.0,4.0,76266.0
1555,1.0,45.0,16.0,48097.0
1556,1.0,18.0,1.0,67212.0
1557,,56.0,,74128.0
1558,1.0,18.0,0.0,94520.0
1559,1.0,18.0,4.0,
1560,1.0,,18.0,64055.0
1561,0.0,45.0,,92106.0
1562,1.0,25.0,14.0,2460.0
1563,1.0,,7.0,19118.0
1564,0.0,25.0,20.0,50111.0
1565,1.0,18.0,,72202.0
1566,1.0,25.0,,94133.0
1567,0.0,35.0,20.0,94118.0
1568,1.0,25.0,,34952.0
1569,1.0,25.0,15.0,60513.0
1570,1.0,18.0,12.0,73112.0
1571,1.0,45.0,12.0,55001.0
1572,0.0,25.0,4.0,95616.0
1573,1.0,,0.0,92612.0
1574,1.0,,4.0,15213.0
1575,1.0,,16.0,55406.0
1576,1.0,45.0,2.0,94102.0
1577,1.0,25.0,1.0,10003.0
1578,1.0,,6.0,92111.0
1579,0.0,25.0,2.0,94133.0
1580,,25.0,20.0,55455.0
1581,1.0,18.0,4.0,
1582,1.0,35.0,14.0,33701.0
1583,1.0,45.0,6.0,2339.0
1584,1.0,35.0,1.0,55430.0
1585,1.0,25.0,18.0,53572.0
1586,0.0,,10.0,4240.0
1587,0.0,25.0,20.0,93401.0
1588,0.0,45.0,12.0,92037.0
1589,0.0,,20.0,
1590,1.0,35.0,99.0,80401.0
1591,1.0,25.0,1.0,20912.0
1592,1.0,25.0,19.0,11414.0
1593,1.0,25.0,3.0,64068.0
1594,1.0,,7.0,14607.0
1595,1.0,25.0,11.0,20008.0
1596,1.0,18.0,4.0,40205.0
1597,1.0,25.0,7.0,94123.0
1598,0.0,18.0,,94121.0
1599,0.0,25.0,9.0,32712.0
1600,0.0,35.0,16.0,80304.0
1601,0.0,,14.0,2144.0
1602,1.0,,1.0,56082.0
1603,1.0,56.0,7.0,12345.0
1604,1.0,35.0,4.0,53818.0
1605,1.0,,4.0,77005.0
1606,1.0,25.0,16.0,
1607,1.0,25.0,12.0,27514.0
1608,0.0,45.0,2.0,37923.0
1609,1.0,18.0,4.0,
1610,1.0,35.0,17.0,77536.0
1611,0.0,25.0,14.0,94301.0
1612,1.0,,14.0,17972.0
1613,0.0,45.0,,65441.0
1614,1.0,25.0,14.0,28715.0
1615,1.0,45.0,7.0,49345.0
1616,1.0,25.0,,14607.0
1617,1.0,25.0,7.0,76904.0
1618,1.0,,13.0,55344.0
1619,1.0,35.0,3.0,93611.0
1620,,35.0,7.0,46845.0
1621,1.0,25.0,1.0,92103.0
1622,1.0,45.0,7.0,92104.0
1623,1.0,45.0,15.0,63119.0
1624,0.0,25.0,14.0,60657.0
1625,0.0,25.0,2.0,94040.0
1626,0.0,50.0,7.0,
1627,1.0,45.0,13.0,30030.0
1628,1.0,,0.0,2134.0
1629,1.0,50.0,13.0,
1630,1.0,56.0,1.0,4240.0
1631,1.0,45.0,,92679.0
1632,0.0,45.0,6.0,78758.0
1633,1.0,,12.0,14619.0
1634,0.0,25.0,0.0,60640.0
1635,1.0,25.0,4.0,30349.0
1636,0.0,18.0,19.0,60641.0
1637,0.0,45.0,20.0,4046.0
1638,1.0,18.0,12.0,90045.0
1639,0.0,35.0,7.0,66204.0
1640,1.0,18.0,12.0,98105.0
1641,1.0,25.0,16.0,10003.0
1642,1.0,25.0,7.0,85226.0
1643,0.0,,7.0,95128.0
1644,1.0,25.0,7.0,97303.0
1645,1.0,25.0,20.0,2139.0
1646,0.0,25.0,12.0,55438.0
1647,1.0,25.0,0.0,74136.0
1648,0.0,25.0,3.0,7960.0
1649,1.0,18.0,4.0,45403.0
1650,0.0,25.0,7.0,75240.0
1651,1.0,25.0,2.0,98074.0
1652,1.0,35.0,1.0,92120.0
1653,0.0,56.0,1.0,14706.0
1654,1.0,18.0,4.0,55427.0
1655,1.0,18.0,7.0,
1656,1.0,25.0,3.0,77006.0
1657,,35.0,,76109.0
1658,1.0,35.0,12.0,61614.0
1659,1.0,25.0,1.0,55403.0
1660,1.0,,0.0,8902.0
1661,1.0,25.0,0.0,44691.0
1662,1.0,25.0,,83001.0
1663,,,7.0,12110.0
1664,1.0,25.0,7.0,
1665,,,10.0,11743.0
1666,,25.0,17.0,48380.0
1667,1.0,18.0,4.0,85719.0
1668,1.0,25.0,,27510.0
1669,1.0,18.0,20.0,43611.0
1670,1.0,25.0,99.0,8826.0
1671,0.0,35.0,7.0,7039.0
1672,1.0,18.0,4.0,10461.0
1673,0.0,50.0,12.0,21133.0
1674,1.0,35.0,0.0,29063.0
1675,1.0,35.0,7.0,19406.0
1676,1.0,18.0,4.0,94703.0
1677,1.0,56.0,1.0,53705.0
1678,0.0,35.0,3.0,1545.0
1679,1.0,,,75010.0
1680,1.0,,12.0,94062.0
1681,1.0,18.0,19.0,94111.0
1682,1.0,35.0,7.0,19004.0
1683,1.0,,0.0,60089.0
1684,1.0,,14.0,
1685,1.0,35.0,11.0,38135.0
1686,1.0,25.0,18.0,58270.0
1687,1.0,50.0,16.0,91360.0
1688,1.0,25.0,4.0,98115.0
1689,1.0,,3.0,77057.0
1690,1.0,,14.0,30030.0
1691,1.0,50.0,7.0,92886.0
1692,0.0,45.0,7.0,99701.0
1693,1.0,18.0,,60201.0
1694,,25.0,5.0,80227.0
1695,1.0,25.0,15.0,94303.0
1696,1.0,45.0,1.0,
1697,0.0,25.0,4.0,48823.0
1698,,18.0,4.0,60047.0
1699,1.0,,1.0,47933.0
1700,0.0,18.0,20.0,
1701,1.0,25.0,0.0,43213.0
1702,1.0,50.0,0.0,
1703,1.0,,4.0,59715.0
1704,1.0,25.0,7.0,20170.0
1705,1.0,25.0,12.0,94086.0
1706,1.0,35.0,7.0,48103.0
1707,1.0,1.0,10.0,2446.0
1708,1.0,18.0,4.0,64920.0
1709,,,,45241.0
1710,1.0,,17.0,
1711,1.0,25.0,12.0,91106.0
1712,1.0,25.0,4.0,91911.0
1713,1.0,35.0,7.0,
1714,0.0,25.0,,87801.0
1715,1.0,18.0,4.0,10003.0
1716,0.0,25.0,6.0,
1717,1.0,,7.0,89128.0
1718,1.0,18.0,4.0,55105.0
1719,1.0,18.0,17.0,2118.0
1720,0.0,50.0,1.0,98499.0
1721,1.0,25.0,15.0,94550.0
1722,1.0,,17.0,33314.0
1723,1.0,56.0,13.0,14215.0
1724,1.0,18.0,,80513.0
1725,1.0,18.0,18.0,60435.0
1726,1.0,18.0,17.0,33186.0
1727,1.0,56.0,7.0,49423.0
1728,1.0,18.0,4.0,92833.0
1729,,25.0,1.0,27713.0
1730,1.0,18.0,17.0,44406.0
1731,0.0,35.0,1.0,14619.0
1732,1.0,25.0,4.0,14623.0
1733,1.0,18.0,12.0,98105.0
1734,1.0,25.0,0.0,43223.0
1735,1.0,45.0,17.0,89108.0
1736,0.0,18.0,0.0,20009.0
1737,1.0,18.0,0.0,98765.0
1738,1.0,18.0,2.0,31401.0
1739,1.0,25.0,12.0,28227.0
1740,1.0,35.0,1.0,
1741,1.0,35.0,16.0,11229.0
1742,1.0,35.0,12.0,55803.0
1743,1.0,,99.0,2171.0
1744,1.0,25.0,,20008.0
1745,1.0,18.0,4.0,
1746,1.0,25.0,0.0,90293.0
1747,1.0,25.0,12.0,20009.0
1748,1.0,45.0,0.0,98201.0
1749,0.0,45.0,6.0,92117.0
1750,1.0,25.0,17.0,92122.0
1751,0.0,45.0,,
1752,1.0,35.0,17.0,12159.0
1753,1.0,45.0,14.0,85251.0
1754,1.0,18.0,2.0,
1755,1.0,45.0,11.0,49265.0
1756,,50.0,7.0,74137.0
1757,1.0,,14.0,3054.0
1758,0.0,45.0,2.0,19033.0
1759,1.0,50.0,13.0,41076.0
1760,1.0,35.0,17.0,62034.0
1761,1.0,,12.0,27713.0
1762,1.0,50.0,,72601.0
1763,,25.0,17.0,98102.0
1764,1.0,25.0,17.0,22302.0
1765,0.0,56.0,1.0,6437.0
1766,0.0,35.0,11.0,79101.0
1767,0.0,,16.0,91780.0
1768,0.0,,9.0,2865.0
1769,1.0,45.0,17.0,80907.0
1770,0.0,25.0,7.0,92108.0
1771,0.0,50.0,,87004.0
1772,1.0,,,22903.0
1773,1.0,,1.0,60102.0
1774,1.0,45.0,0.0,42420.0
1775,1.0,,,
1776,1.0,25.0,,90505.0
1777,1.0,35.0,12.0,
1778,1.0,25.0,2.0,7026.0
1779,1.0,25.0,1.0,57106.0
1780,1.0,50.0,17.0,7728.0
1781,,35.0,15.0,77007.0
1782,1.0,25.0,14.0,46268.0
1783,,,12.0,
1784,1.0,50.0,7.0,44313.0
1785,1.0,56.0,15.0,92119.0
1786,1.0,25.0,7.0,50310.0
1787,1.0,,99.0,22923.0
1788,1.0,25.0,12.0,92024.0
1789,1.0,25.0,,43202.0
1790,1.0,18.0,,4915.0
1791,1.0,1.0,10.0,46324.0
1792,1.0,35.0,0.0,80027.0
1793,1.0,56.0,,53061.0
1794,0.0,,1.0,80302.0
1795,1.0,25.0,7.0,94117.0
1796,1.0,50.0,1.0,46077.0
1797,0.0,25.0,0.0,
1798,1.0,18.0,1.0,2446.0
1799,1.0,45.0,7.0,1905.0
1800,1.0,1.0,10.0,60565.0
1801,1.0,25.0,0.0,22306.0
1802,,25.0,17.0,98033.0
1803,1.0,25.0,14.0,60061.0
1804,1.0,50.0,0.0,10573.0
1805,1.0,56.0,1.0,90024.0
1806,1.0,18.0,1.0,43623.0
1807,1.0,,20.0,
1808,0.0,25.0,5.0,43229.0
1809,0.0,45.0,15.0,55446.0
1810,1.0,50.0,18.0,60516.0
1811,0.0,25.0,0.0,37203.0
1812,,18.0,14.0,48185.0
1813,0.0,50.0,,53092.0
1814,1.0,56.0,7.0,48114.0
1815,0.0,45.0,,94114.0
1816,1.0,35.0,17.0,94114.0
1817,1.0,18.0,7.0,20037.0
1818,1.0,56.0,7.0,30097.0
1819,0.0,18.0,20.0,49321.0
1820,1.0,1.0,2.0,4101.0
1821,1.0,25.0,17.0,38111.0
1822,1.0,25.0,12.0,27513.0
1823,0.0,25.0,7.0,92120.0
1824,1.0,18.0,4.0,55455.0
1825,1.0,25.0,5.0,55447.0
1826,1.0,,20.0,90012.0
1827,0.0,18.0,4.0,43402.0
1828,0.0,18.0,,84101.0
1829,1.0,35.0,7.0,46825.0
1830,1.0,25.0,17.0,95825.0
1831,1.0,50.0,16.0,98516.0
1832,1.0,25.0,0.0,53213.0
1833,1.0,35.0,0.0,90049.0
1834,1.0,,4.0,22902.0
1835,1.0,18.0,0.0,75149.0
1836,1.0,25.0,14.0,55438.0
1837,1.0,18.0,4.0,94507.0
1838,0.0,50.0,16.0,98257.0
1839,1.0,18.0,4.0,32607.0
1840,1.0,45.0,0.0,97214.0
1841,1.0,,,60614.0
1842,0.0,25.0,14.0,5345.0
1843,,45.0,1.0,98029.0
1844,1.0,35.0,99.0,20795.0
1845,1.0,1.0,10.0,8035.0
1846,0.0,35.0,16.0,45238.0
1847,1.0,56.0,16.0,60610.0
1848,0.0,45.0,0.0,98103.0
1849,1.0,25.0,15.0,8876.0
1850,1.0,50.0,13.0,2125.0
1851,0.0,,1.0,29070.0
1852,1.0,35.0,17.0,64153.0
1853,1.0,,6.0,46807.0
1854,1.0,35.0,0.0,91006.0
1855,1.0,25.0,20.0,48009.0
1856,,18.0,4.0,92602.0
1857,1.0,25.0,18.0,
1858,,35.0,17.0,92509.0
1859,1.0,,17.0,57747.0
1860,1.0,18.0,0.0,76543.0
1861,1.0,25.0,12.0,60515.0
1862,0.0,25.0,3.0,41030.0
1863,0.0,25.0,,76120.0
1864,1.0,,4.0,6511.0
1865,0.0,25.0,,94706.0
1866,0.0,56.0,13.0,97113.0
1867,0.0,,1.0,91711.0
1868,0.0,,14.0,21046.0
1869,1.0,18.0,16.0,55416.0
1870,1.0,,12.0,55104.0
1871,1.0,45.0,1.0,37209.0
1872,1.0,45.0,1.0,53045.0
1873,1.0,18.0,10.0,64050.0
1874,1.0,45.0,6.0,
1875,1.0,35.0,1.0,
1876,1.0,18.0,99.0,75080.0
1877,0.0,18.0,4.0,
1878,1.0,45.0,0.0,68144.0
1879,0.0,50.0,14.0,37922.0
1880,1.0,45.0,17.0,60185.0
1881,1.0,18.0,4.0,6430.0
1882,0.0,1.0,10.0,22932.0
1883,1.0,,4.0,7030.0
1884,0.0,,0.0,55408.0
1885,0.0,25.0,9.0,98632.0
1886,1.0,25.0,17.0,94107.0
1887,1.0,25.0,1.0,
1888,,,,37923.0
1889,1.0,,4.0,56043.0
1890,0.0,50.0,16.0,7462.0
1891,1.0,45.0,7.0,20879.0
1892,1.0,25.0,16.0,98208.0
1893,,25.0,,49017.0
1894,1.0,25.0,4.0,94102.0
1895,1.0,45.0,11.0,90028.0
1896,1.0,25.0,14.0,98109.0
1897,0.0,50.0,1.0,78681.0
1898,0.0,18.0,3.0,22305.0
1899,0.0,25.0,0.0,90212.0
1900,0.0,25.0,0.0,
1901,1.0,45.0,7.0,92503.0
1902,0.0,25.0,4.0,
1903,1.0,45.0,7.0,3840.0
1904,1.0,25.0,16.0,30269.0
1905,1.0,18.0,4.0,2026.0
1906,0.0,56.0,13.0,60076.0
1907,0.0,50.0,1.0,14850.0
1908,1.0,25.0,15.0,94102.0
1909,0.0,,17.0,97330.0
1910,0.0,18.0,20.0,55410.0
1911,1.0,35.0,16.0,10803.0
1912,0.0,35.0,7.0,
1913,1.0,50.0,7.0,30066.0
1914,1.0,,14.0,78267.0
1915,1.0,1.0,10.0,48655.0
1916,1.0,35.0,5.0,92801.0
1917,0.0,25.0,0.0,7701.0
1918,1.0,35.0,7.0,7040.0
1919,1.0,56.0,7.0,13212.0
1920,1.0,25.0,7.0,75089.0
1921,0.0,25.0,9.0,80538.0
1922,1.0,18.0,20.0,2446.0
1923,1.0,,16.0,80206.0
1924,1.0,35.0,,11201.0
1925,0.0,45.0,6.0,37766.0
1926,,35.0,16.0,77550.0
1927,0.0,25.0,14.0,60657.0
1928,0.0,56.0,6.0,8753.0
1929,,50.0,16.0,38122.0
1930,1.0,25.0,5.0,
1931,1.0,50.0,,49456.0
1932,,18.0,5.0,43201.0
1933,1.0,25.0,2.0,
1934,1.0,35.0,14.0,55129.0
1935,1.0,,20.0,19083.0
1936,1.0,35.0,0.0,90026.0
1937,1.0,,12.0,94110.0
1938,1.0,1.0,10.0,7652.0
1939,1.0,45.0,0.0,94114.0
1940,1.0,35.0,17.0,28208.0
1941,0.0,50.0,7.0,90291.0
1942,0.0,,1.0,1562.0
1943,1.0,45.0,20.0,87505.0
1944,1.0,45.0,13.0,89109.0
1945,1.0,35.0,6.0,
1946,1.0,25.0,5.0,92105.0
1947,1.0,25.0,0.0,45458.0
1948,1.0,25.0,14.0,55435.0
1949,0.0,25.0,7.0,94303.0
1950,1.0,,20.0,29630.0
1951,1.0,1.0,19.0,73505.0
1952,1.0,35.0,5.0,19119.0
1953,0.0,18.0,3.0,33314.0
1954,0.0,18.0,10.0,27606.0
1955,1.0,18.0,4.0,97470.0
1956,0.0,50.0,20.0,50010.0
1957,1.0,25.0,17.0,1002.0
1958,1.0,25.0,11.0,55427.0
1959,0.0,50.0,18.0,20706.0
1960,0.0,56.0,3.0,48130.0
1961,0.0,35.0,,30004.0
1962,1.0,35.0,,60061.0
1963,1.0,35.0,,98225.0
1964,1.0,25.0,20.0,11122.0
1965,,45.0,17.0,87505.0
1966,1.0,,4.0,64112.0
1967,1.0,25.0,7.0,2135.0
1968,1.0,45.0,14.0,55416.0
1969,0.0,50.0,1.0,75087.0
1970,1.0,35.0,0.0,32506.0
1971,0.0,50.0,0.0,10016.0
1972,1.0,25.0,12.0,60025.0
1973,0.0,1.0,19.0,14850.0
1974,1.0,25.0,7.0,20006.0
1975,1.0,35.0,0.0,60187.0
1976,1.0,25.0,4.0,77025.0
1977,1.0,25.0,12.0,30316.0
1978,0.0,18.0,4.0,2143.0
1979,1.0,25.0,12.0,94114.0
1980,0.0,18.0,4.0,94122.0
1981,1.0,,15.0,90066.0
1982,1.0,35.0,7.0,
1983,0.0,35.0,3.0,71111.0
1984,1.0,25.0,3.0,85013.0
1985,1.0,1.0,10.0,97801.0
1986,1.0,25.0,17.0,99709.0
1987,0.0,50.0,7.0,65712.0
1988,1.0,45.0,0.0,6804.0
1989,1.0,35.0,1.0,95003.0
1990,0.0,45.0,1.0,55407.0
1991,1.0,,16.0,80126.0
1992,0.0,35.0,,43230.0
1993,1.0,35.0,12.0,94025.0
1994,1.0,18.0,16.0,29404.0
1995,1.0,18.0,4.0,1609.0
1996,1.0,25.0,20.0,55092.0
1997,1.0,56.0,13.0,1501.0
1998,1.0,18.0,12.0,55113.0
1999,0.0,50.0,7.0,13027.0
2000,1.0,45.0,14.0,55123.0
2001,1.0,25.0,17.0,67443.0
2002,1.0,18.0,4.0,7461.0
2003,0.0,25.0,99.0,11753.0
2004,0.0,25.0,0.0,92646.0
2005,1.0,56.0,13.0,34235.0
2006,0.0,,16.0,94110.0
2007,1.0,18.0,14.0,25301.0
2008,0.0,25.0,20.0,32301.0
2009,0.0,,4.0,11214.0
2010,1.0,18.0,0.0,57106.0
2011,1.0,,10.0,63041.0
2012,0.0,,7.0,92625.0
2013,1.0,1.0,10.0,60202.0
2014,1.0,18.0,0.0,73505.0
2015,0.0,35.0,17.0,90291.0
2016,1.0,,7.0,
2017,1.0,,12.0,90717.0
2018,0.0,,0.0,94403.0
2019,1.0,25.0,12.0,78731.0
2020,1.0,35.0,0.0,13045.0
2021,0.0,35.0,17.0,98036.0
2022,1.0,35.0,1.0,42718.0
2023,1.0,25.0,1.0,35401.0
2024,1.0,,2.0,55116.0
2025,0.0,25.0,0.0,
2026,1.0,56.0,12.0,43056.0
2027,1.0,18.0,4.0,19146.0
2028,1.0,1.0,10.0,3608.0
2029,1.0,25.0,3.0,60660.0
2030,1.0,50.0,16.0,80442.0
2031,1.0,25.0,17.0,61350.0
2032,1.0,25.0,12.0,94112.0
2033,1.0,25.0,0.0,84108.0
2034,1.0,50.0,17.0,7650.0
2035,0.0,35.0,16.0,
2036,1.0,56.0,1.0,13077.0
2037,0.0,25.0,4.0,53951.0
2038,1.0,35.0,7.0,91107.0
2039,1.0,18.0,4.0,48867.0
2040,1.0,18.0,4.0,
2041,1.0,45.0,14.0,12561.0
2042,1.0,25.0,4.0,97214.0
2043,1.0,1.0,10.0,8872.0
2044,1.0,35.0,12.0,95833.0
2045,1.0,18.0,4.0,64154.0
2046,0.0,,7.0,21117.0
2047,0.0,,4.0,2138.0
2048,1.0,50.0,1.0,20815.0
2049,0.0,35.0,6.0,44303.0
2050,1.0,35.0,14.0,1746.0
2051,0.0,,,20037.0
2052,0.0,,4.0,78705.0
2053,0.0,18.0,1.0,33143.0
2054,1.0,45.0,7.0,
2055,1.0,25.0,0.0,19010.0
2056,1.0,35.0,12.0,55082.0
2057,1.0,35.0,5.0,64801.0
2058,1.0,,0.0,19152.0
2059,1.0,,0.0,47933.0
2060,0.0,56.0,2.0,
2061,0.0,25.0,1.0,79928.0
2062,1.0,25.0,,10003.0
2063,1.0,,14.0,94133.0
2064,1.0,35.0,0.0,66204.0
2065,0.0,45.0,,49408.0
2066,0.0,18.0,4.0,22031.0
2067,1.0,,0.0,94560.0
2068,0.0,25.0,4.0,91740.0
2069,1.0,1.0,,8805.0
2070,1.0,35.0,7.0,90808.0
2071,,35.0,7.0,60611.0
2072,0.0,45.0,2.0,31804.0
2073,1.0,,14.0,10021.0
2074,1.0,50.0,17.0,16803.0
2075,1.0,50.0,11.0,7043.0
2076,1.0,,,60062.0
2077,1.0,56.0,16.0,3070.0
2078,1.0,25.0,17.0,95405.0
2079,1.0,50.0,17.0,96753.0
2080,1.0,,4.0,53233.0
2081,1.0,18.0,17.0,92109.0
2082,1.0,56.0,1.0,85374.0
2083,1.0,,7.0,94110.0
2084,1.0,45.0,,48105.0
2085,1.0,25.0,5.0,43221.0
2086,0.0,35.0,6.0,54971.0
2087,0.0,18.0,16.0,80260.0
2088,1.0,25.0,17.0,99003.0
2089,1.0,,7.0,72212.0
2090,0.0,18.0,4.0,2215.0
2091,1.0,45.0,1.0,24523.0
2092,1.0,1.0,0.0,2322.0
2093,1.0,56.0,1.0,3825.0
2094,1.0,25.0,0.0,95903.0
2095,1.0,25.0,1.0,45230.0
2096,1.0,25.0,7.0,33308.0
2097,1.0,,16.0,92807.0
2098,0.0,25.0,0.0,19143.0
2099,1.0,,14.0,94117.0
2100,1.0,25.0,0.0,61364.0
2101,1.0,,0.0,59405.0
2102,0.0,1.0,,
2103,1.0,,0.0,48105.0
2104,1.0,25.0,6.0,92130.0
2105,1.0,25.0,1.0,43214.0
2106,1.0,25.0,20.0,75801.0
2107,1.0,25.0,20.0,78746.0
2108,1.0,18.0,11.0,89170.0
2109,1.0,56.0,13.0,29449.0
2110,1.0,25.0,17.0,14830.0
2111,1.0,35.0,12.0,
2112,1.0,18.0,2.0,60614.0
2113,,,15.0,85255.0
2114,1.0,,20.0,30101.0
2115,1.0,45.0,99.0,20851.0
2116,1.0,,1.0,45750.0
2117,0.0,1.0,,
2118,1.0,18.0,,3052.0
2119,1.0,18.0,4.0,80521.0
2120,1.0,25.0,4.0,55369.0
2121,1.0,25.0,17.0,
2122,1.0,18.0,4.0,44056.0
2123,1.0,25.0,7.0,40515.0
2124,1.0,56.0,99.0,32940.0
2125,0.0,45.0,2.0,27514.0
2126,0.0,,6.0,84780.0
2127,0.0,,14.0,22206.0
2128,1.0,25.0,7.0,11215.0
2129,1.0,50.0,16.0,12866.0
2130,0.0,1.0,10.0,90291.0
2131,1.0,25.0,0.0,66212.0
2132,0.0,35.0,14.0,55346.0
2133,1.0,18.0,4.0,70002.0
2134,1.0,45.0,0.0,14468.0
2135,1.0,,6.0,11210.0
2136,0.0,18.0,4.0,6074.0
2137,1.0,45.0,16.0,75067.0
2138,1.0,,0.0,60173.0
2139,1.0,25.0,4.0,90039.0
2140,0.0,50.0,6.0,97330.0
2141,1.0,,10.0,4576.0
2142,1.0,18.0,,65202.0
2143,1.0,,6.0,48197.0
2144,1.0,35.0,7.0,30324.0
2145,,45.0,5.0,77662.0
2146,1.0,18.0,12.0,53713.0
2147,0.0,35.0,12.0,72032.0
2148,0.0,45.0,0.0,94566.0
2149,1.0,25.0,20.0,98101.0
2150,,56.0,13.0,72949.0
2151,1.0,25.0,,60010.0
2152,1.0,35.0,7.0,55901.0
2153,1.0,25.0,2.0,
2154,0.0,,8.0,85712.0
2155,0.0,25.0,11.0,55409.0
2156,0.0,1.0,10.0,79605.0
2157,0.0,25.0,2.0,85719.0
2158,1.0,56.0,0.0,61704.0
2159,1.0,35.0,17.0,90035.0
2160,1.0,35.0,17.0,60477.0
2161,0.0,25.0,0.0,83355.0
2162,1.0,18.0,1.0,53703.0
2163,1.0,50.0,16.0,10023.0
2164,1.0,45.0,,60482.0
2165,0.0,,13.0,92119.0
2166,1.0,35.0,6.0,
2167,1.0,56.0,,92009.0
2168,1.0,35.0,20.0,
2169,1.0,,2.0,30606.0
2170,1.0,25.0,0.0,27403.0
2171,1.0,35.0,14.0,92025.0
2172,1.0,50.0,7.0,
2173,1.0,25.0,0.0,17821.0
2174,1.0,25.0,0.0,2472.0
2175,0.0,50.0,17.0,
2176,0.0,35.0,1.0,14618.0
2177,1.0,25.0,11.0,55555.0
2178,0.0,,20.0,55104.0
2179,1.0,45.0,16.0,33334.0
2180,1.0,25.0,15.0,98103.0
2181,0.0,,1.0,48198.0
2182,0.0,25.0,2.0,92629.0
2183,0.0,,0.0,34744.0
2184,1.0,56.0,13.0,37923.0
2185,1.0,18.0,,20878.0
2186,1.0,56.0,7.0,75041.0
2187,1.0,18.0,4.0,
2188,0.0,35.0,1.0,2346.0
2189,0.0,25.0,1.0,30605.0
2190,0.0,,7.0,
2191,1.0,35.0,12.0,55122.0
2192,1.0,,4.0,32653.0
2193,1.0,25.0,11.0,2143.0
2194,1.0,50.0,2.0,97210.0
2195,1.0,18.0,,94111.0
2196,1.0,50.0,20.0,10543.0
2197,1.0,35.0,17.0,30303.0
2198,1.0,25.0,,60153.0
2199,1.0,25.0,4.0,2457.0
2200,1.0,25.0,7.0,10019.0
2201,1.0,1.0,0.0,95451.0
2202,1.0,25.0,17.0,90245.0
2203,0.0,18.0,4.0,48135.0
2204,1.0,,14.0,76401.0
2205,,35.0,7.0,11767.0
2206,1.0,25.0,7.0,55441.0
2207,1.0,1.0,0.0,
2208,1.0,1.0,0.0,92804.0
2209,0.0,,2.0,48823.0
2210,1.0,35.0,17.0,55934.0
2211,0.0,18.0,0.0,81301.0
2212,1.0,25.0,20.0,72701.0
2213,1.0,18.0,4.0,11364.0
2214,0.0,,17.0,85301.0
2215,1.0,25.0,11.0,48825.0
2216,1.0,,13.0,2718.0
2217,1.0,1.0,19.0,48323.0
2218,1.0,45.0,16.0,60302.0
2219,1.0,25.0,,10025.0
2220,1.0,18.0,4.0,52241.0
2221,1.0,25.0,17.0,97401.0
2222,0.0,25.0,1.0,32607.0
2223,1.0,25.0,12.0,94520.0
2224,1.0,45.0,16.0,55306.0
2225,1.0,35.0,0.0,4473.0
2226,1.0,35.0,3.0,97202.0
2227,1.0,25.0,14.0,10009.0
2228,0.0,35.0,,55117.0
2229,1.0,25.0,7.0,
2230,1.0,,12.0,48130.0
2231,0.0,35.0,2.0,97401.0
2232,1.0,45.0,6.0,44131.0
2233,1.0,25.0,4.0,1604.0
2234,1.0,56.0,14.0,2468.0
2235,0.0,25.0,7.0,27514.0
2236,1.0,18.0,4.0,2871.0
2237,1.0,,4.0,44074.0
2238,0.0,35.0,9.0,48302.0
2239,1.0,18.0,0.0,55129.0
2240,1.0,,7.0,7030.0
2241,1.0,25.0,5.0,55057.0
2242,0.0,35.0,14.0,95051.0
2243,0.0,,3.0,27606.0
2244,1.0,1.0,0.0,48133.0
2245,1.0,50.0,12.0,44286.0
2246,1.0,56.0,1.0,23608.0
2247,1.0,45.0,14.0,95002.0
2248,1.0,25.0,,94305.0
2249,1.0,18.0,4.0,10027.0
2250,1.0,18.0,8.0,90210.0
2251,1.0,56.0,7.0,
2252,1.0,25.0,2.0,92711.0
2253,1.0,45.0,6.0,23452.0
2254,1.0,25.0,7.0,21030.0
2255,1.0,18.0,4.0,1040.0
2256,1.0,25.0,7.0,55411.0
2257,,35.0,0.0,55303.0
2258,1.0,18.0,,78626.0
2259,1.0,,19.0,53711.0
2260,1.0,18.0,4.0,55455.0
2261,0.0,25.0,4.0,63119.0
2262,1.0,50.0,16.0,60060.0
2263,1.0,35.0,2.0,78766.0
2264,,35.0,12.0,14619.0
2265,1.0,18.0,4.0,48197.0
2266,0.0,18.0,1.0,2144.0
2267,1.0,18.0,19.0,27028.0
2268,1.0,18.0,4.0,85282.0
2269,1.0,25.0,4.0,
2270,1.0,18.0,4.0,76401.0
2271,1.0,56.0,,93907.0
2272,1.0,50.0,11.0,92346.0
2273,1.0,56.0,0.0,78232.0
2274,1.0,50.0,,2461.0
2275,,56.0,7.0,6071.0
2276,1.0,,10.0,54220.0
2277,1.0,18.0,4.0,96815.0
2278,0.0,25.0,1.0,4093.0
2279,1.0,,2.0,10028.0
2280,1.0,,,46530.0
2281,1.0,45.0,17.0,94002.0
2282,0.0,1.0,10.0,2131.0
2283,0.0,56.0,6.0,45504.0
2284,0.0,50.0,0.0,46970.0
2285,1.0,25.0,6.0,77584.0
2286,1.0,35.0,2.0,20818.0
